num,URL,title,abstract
91,https://openreview.net/forum?id=cjLjH6IdCZ,Multi-Agent Reinforcement Learning with Reward Machines for Mixed Cooperative-Competitive Environments,"Multi-agent general-sum stochastic games provide an effective mechanism for modelling many important real-world problems, but learning policies to maximize reward in this setting has received limited attention. Two significant challenges present themselves in this setting: (1) learning policies in general-sum games is difficult, and becomes even more challenging when the task and reward function structure are temporally extended, and (2) agents must contend with the non-stationarity of the environment resulting from the simultaneous actions of multiple agents. We address these challenges through two complementary mechanisms: reward machines, which capture non-Markovian reward functions using automata-based representations, and opponent modelling, which enables predicting the actions of other agents. We propose CROM and QROM, multi-agent Q-learning algorithms that exploit counterfactual experience learning over reward machine structure together with opponent modelling for general-sum stochastic games, where each agent knows its own reward machine a priori but not those of other agents. Theoretically, we establish convergence guarantees for our algorithms in tabular settings. Experimentally, we demonstrate that our algorithms learn effective policies with superior sample efficiency compared to existing baselines across diverse cooperative, competitive, and mixed-motive multi-agent environments."
99,https://openreview.net/forum?id=rsJu3mwRs9,StaQ: a Finite Memory Approach to Discrete Action Policy Mirror Descent,"In Reinforcement Learning (RL), regularization with a Kullback-Leibler divergence that penalizes large deviations between successive policies has emerged as a popular tool both in theory and practice. This family of algorithms, often referred to as Policy Mirror Descent (PMD), has the property of averaging out policy evaluation errors which are bound to occur when using function approximators. However, exact PMD has remained a mostly theoretical framework, as its closed-form solution involves the sum of all past Q-functions which is generally intractable. A common practical approximation of PMD is to follow the natural policy gradient or use actor-critic approaches, but this potentially introduces errors in the policy update. In this paper, we propose and analyze PMD-like algorithms for discrete action spaces that only keep the last $M$ Q-functions in memory. We show theoretically that for a finite and large enough $M$, an RL algorithm can be derived that introduces no errors from the policy update, yet keeps the desirable PMD property of averaging out policy evaluation errors. Using an efficient GPU implementation, we then show empirically on several medium-scale RL benchmarks such as MinAtar that increasing M improves performance up to a certain threshold after which the performance becomes close to that of exact PMD, reinforcing the theoretical findings that using an infinite sum might be unnecessary and that keeping in memory the last M Q-functions is a practical and theoretically grounded implementation of PMD."
102,https://openreview.net/forum?id=jTuPx6fgjH,Bi-Level Reinforcement Learning Pathway for Sim-to-Real Optimality,"Training Reinforcement Policies (RL) using simulation models before deployment in real-world environments is a common strategy when real-world interaction is expensive. This approach is used in sim-to-real RL and in dyna-style model-based RL. A key limitation of this approach is that the policies trained in simulation often perform poorly in the real world due to discrepancies between the simulation model and the real-world environment,  referred to as the sim-to-real gap. This gap reflects the objective mismatch: simulation models are typically constructed for predictive accuracy, whereas policies are trained to maximize task performance. Since the policy learned in simulation is implicitly defined by the simulation parameters, understanding the sensitivity of the learned policy with respect to these parameters enables gradient-based adaptation of the simulation model to improve real-world policy performance. Motivated by this, we derive the sensitivity of locally converged policies trained with Stochastic Policy Gradient (SPG) methods in an actor–critic setting, the most widely used approach in RL. Based on this sensitivity analysis, we formulate a bi-level RL approach that can address the objective mismatch problem by learning simulation parameters using gradients of policy performance in the real world, thereby directly coupling simulation model adaptation with policy performance. We provide a thorough convergence analysis of the proposed bi-level RL approach and illustrate the concept through a proof-of-concept bi-level Proximal Policy Optimization (PPO) algorithm."
105,https://openreview.net/forum?id=yXktec4zxW,Forager: a lightweight testbed for continual learning with partial observability in RL,"In continual reinforcement learning (CRL), good performance requires never-ending learning, acting, and exploration in a big, partially observable world. Most CRL experiments have focused on loss of plasticity---the inability to keep learning---in one-off experiments where some unobservable non-stationarity is added to classic fully observable MDPs. Further, these experiments rarely consider the role of partial observability and the importance of CRL agents that use memory or recurrence. One potential reason for this focus on mitigating loss of plasticity without considering partial observability is that many partially-observable CRL environments are prohibitively expensive. In this paper, we introduce Forager, a light-weight partially-observable CRL environment with a constant memory footprint. We provide a set of experiments and sample tasks demonstrating that Forager is challenging for current CRL agents and yet also allows for in-depth study of those agents. We demonstrate that agents exhibit loss of plasticity, proposed mitigations can help, but that most useful is to leverage state construction. We conclude with a variant of Forager that generates an unending stream of new tasks to learn that clearly highlights the limitations of current CRL agents."
107,https://openreview.net/forum?id=G5MdsKYwxK,Near-Optimal Reinforcement Learning for Linear Distributionally Robust Markov Decision Processes,"We study off-dynamics reinforcement learning (RL), where the policy training and deployment environments are different. To deal with this environmental perturbation, we focus on learning policies robust to uncertainties in transition dynamics under the framework of distributionally robust Markov decision processes (DRMDPs), where the nominal and perturbed dynamics are linear Markov Decision Processes. We propose a novel algorithm, We-DRIVE-U, that enjoys an average suboptimality $\widetilde{\mathcal{O}}\big({d H \cdot \min (1/{\rho}, H)/\sqrt{K} }\big)$, where $K$ is the number of episodes, $H$ is the horizon length, $d$ is the feature dimension and $\rho$ is the uncertainty level. This result improves the state-of-the-art by $\mathcal{O}(dH/\min(1/\rho,H))$. We also construct a novel hard instance and derive the first information-theoretic lower bound in this setting. In stark contrast with standard linear MDPs, our lower bound depends on the uncertainty level $\rho$, revealing the unique feature of DRMDPs. Our algorithm also enjoys a `rare-switching' design, requiring only  $\mathcal{O}(dH\log(1+H^2K))$ policy switches and $\mathcal{O}(d^2H\log(1+H^2K))$ calls of the dual optimization oracle, which significantly improves the computational efficiency of existing algorithms, whose policy switch and oracle complexities are both $\mathcal{O}(K)$."
108,https://openreview.net/forum?id=5O0rsINBRl,Revisiting FTA: A Sparse One-to-Many Activation for Reinforcement Learning,"Many choices in deep reinforcement learning (DRL) were inherited from deep supervised learning and remain largely unchanged. It is common to use fully connected feedforward neural networks---potentially first with convolutional layers---with rectified linear unit (ReLU) activations, standard initializations, and the Adam optimizer. It is hard to deviate from these defaults because it can be hard to change just one component and maintain performance, and similarly it can be hard to isolate and understand one component. In this work, we reconsider and study one of these choices: replacing ReLU with another activation, called the Fuzzy Tiling Activation (FTA). FTA is a one-to-many activation that was introduced previously to learn sparse activation patterns, and has been shown to be useful for improving stability in online reinforcement learning, continual reinforcement learning, and zero-shot representation transfer. Despite these empirical successes, FTA remains largely underexplored. In this paper, we provide a extensive empirical study of FTA looking at: (1) performance across popular discrete and continuous action benchmarks and four base learning methods, (2) performance on a new environment, (3) stability and reliability across and withing runs, (4) robustness to loss of plasticity in continual RL, and (5) hyperparameter sensitivity. Across a large set of experiments we find FTA easy to use and performant. We also contribute improvements to FTA itself including a simple scheme to remove one of its hyperparameters."
109,https://openreview.net/forum?id=OoOMUFXHnF,Short-Term-to-Long-Term Memory Transfer for Knowledge Graphs under Partial Observability,"Reinforcement learning under partial observability requires deciding what information to retain, yet most memory-based approaches do not explicitly model short-term-to-long-term transfer of symbolic observations. We study this transfer process in a temporal knowledge-graph memory setting and cast it as a neuro-symbolic value-based decision problem: for each observed triple, the agent chooses whether to keep or drop it before long-term insertion. To handle variable-sized short-term buffers, we use a per-item Q-learning design with shared parameters and a practical temporal-difference update over matched items across consecutive steps. On the RoomKG benchmark at long-term memory capacity 128, learned transfer decisions outperform symbolic and neural baselines, including symbolic baselines with temporal annotations and history-based LSTM/Transformer baselines. Across transfer-policy ablations, a lightweight local short-term-only variant performs best, and step-level behavior shows that the policy keeps navigation- and query-relevant facts while discarding lower-value candidate facts, supporting explicit and interpretable memory decisions under memory constraints."
115,https://openreview.net/forum?id=hURNQCmp47,On the Sample Complexity of Discounted Reinforcement Learning with Optimized Certainty Equivalents,"We study risk-sensitive reinforcement learning in finite discounted MDPs, where  a generative model of the MDP is assumed to be available. We consider a family or risk measures called the optimized certainty equivalent (OCE), which includes important risk measures such as entropic risk, CVaR, and mean-variance. Our focus is on the sample complexities of learning the optimal state–action value function (value learning) and an optimal policy (policy learning) under recursive OCE. We provide an exact characterization of utility functions $u$ for which the corresponding OCE defines an objective that is PAC-learnable. We analyze a simple model-based approach and derive PAC sample complexity bounds. We establish that whenever $u$ does not have full domain $\text{dom}(u)\neq \mathbb{R}$, the corresponding problem is not PAC learnable. Finally, we establish corresponding lower bounds for both value and policy learning, demonstrating tightness in the size $SA$ of state-action space, and for a more restricted class of utilities, we derive lower bounds that makes the dependence on  the effective horizon $\frac{1}{1-\gamma}$ explicit, and which can be tighter than state-of-the-art for $\text{CVaR}_\tau$ in the $\tau\ll  \frac{1}{1-\gamma}$ regime."
117,https://openreview.net/forum?id=SWHl6VqJyw,Randomized Exploration for Linear Bandits via Absolute Perturbations,"In stochastic linear bandits, the canonical Upper Confidence Bound (UCB) algorithm admits a simple frequentist regret analysis but can be computationally demanding, while Thompson Sampling (TS) is computationally attractive yet typically harder to analyze due to its non-optimistic nature. We propose Absolute Thompson Sampling (ATS), a simple modification of TS that ensures optimism in expectation by replacing the signed exploration noise with its absolute value. This preserves the computational efficiency of TS while avoiding the technically involved anti-concentration arguments common in TS analyses, enabling a simple UCB-style regret analysis. We show that ATS achieves $\widetilde{O}(d^{3/2}\sqrt{K})$ regret, matching existing bounds for TS in linear bandits. We further introduce Ensemble Absolute Thompson Sampling (EATS), which takes the maximum over multiple absolute perturbations with normalization by the ensemble size. As the ensemble size grows, EATS converges to the UCB objective, recovering UCB behavior in the limit. Experiments show that moderate ensemble sizes already yield strong performance. Our results point to a bridge between randomized exploration and deterministic optimism both in theory and practice."
120,https://openreview.net/forum?id=qmCAKnqN1u,Counterfactual Shapley Credit Assignment,"The Credit Assignment Problem (CAP) is fundamental to developing efficient and explainable 
Reinforcement Learning (RL) agents.
Existing frameworks, whether relying on temporal contiguity or hindsight-conditioned reweighting of rewards, frequently fail to distribute credits properly 
between an agent's policy (skill) and environmental stochasticity (luck). A principled approach to the CAP must isolate the causes of observed rewards from spurious correlated features and environmental randomness.
We introduce Counterfactual Shapley Credit Assignment, a novel causal credit assignment framework based on the counterfactual Shapley value ($\phi$-value). By redistributing rewards, $\phi$-values enhance credit assignment across three critical dimensions: high stochasticity, sparse causality, and delayed rewards, all while theoretically preserving the original optimal policy.
We derive a consistent estimator that computes each $\phi$-value in amortized constant time complexity, enabling a new class of policy gradient methods, $\phi$-PPO. Empirical results demonstrate that $\phi$-values align precisely 
with the ground truth causes of task rewards. Furthermore, we show its superior sample efficiency in challenging environments where prior state-of-the-art methods fail to converge."
121,https://openreview.net/forum?id=IUtwZPZnvk,Ludax: A GPU-Accelerated Description Language for Board Games,"Games have long been used as benchmarks and testing environments for research in artificial intelligence. A key step in supporting this research was the development of game description languages: frameworks that compile domain-specific code into playable and simulatable game environments, allowing researchers to generalize their algorithms and approaches across multiple games without having to manually implement each one. More recently, progress in reinforcement learning (RL) has been greatly aided by advances in hardware acceleration. Libraries like JAX allow practitioners to take full advantage of cutting-edge computing hardware, often speeding up training and testing by orders of magnitude. Here, we present a synthesis of these strands of research: a domain-specific language for board games which automatically compiles into hardware-accelerated code. Our framework, Ludax, combines the generality of game description languages with the speed of modern parallel processing hardware and is designed to fit neatly into existing deep learning pipelines. We envision Ludax as a tool to help accelerate games research generally, from RL to cognitive science, by enabling rapid simulation and providing a flexible representation scheme. We present technical notes on the description language and compilation process, along with speed benchmarking."
122,https://openreview.net/forum?id=IXL257OIlv,Scalable Causal Imitation Learning,"Imitation learning enables learning a policy in an unknown environment with a latent reward signal using expert demonstrations, but it struggles when the imitator's and expert's observations are mismatched and unobserved confounders are present in expert Imitation learning enables learning a policy in an unknown environment with a latent reward signal using expert demonstrations, but it struggles when the imitator's and expert's observations are mismatched and unobserved confounders are present in expert demonstrations. By identifying appropriate adjustment sets via the sequential $\pi$-backdoor criterion, causal imitation learning (CIL) provides a framework for approximating the expert's policy from confounded data. However, existing CIL methods, Causal Behavioral Cloning (Causal BC) and Causal Generative Adversarial Imitation Learning (Causal GAIL), are designed for short-horizon, low-dimensional settings. When applied to continuous control tasks with long horizons and high-dimensional state-action spaces, these methods exhibit poor performance: Causal BC suffers from compounding errors, Causal GAIL is unstable and sample-inefficient, and sequential $\pi$-backdoor adjustment becomes impractical. We introduce Causal Soft Q Imitation Learning (SQIL) and Causal Inverse soft-Q Learning (IQ-Learn), two off-policy causal imitation learning algorithms that combine the causal adjustment framework with state-of-the-art inverse reinforcement learning objectives. Both algorithms operate on causally-adjusted state representations produced by an efficient approximation of the sequential $\pi$-backdoor criterion, exploiting the causal structure of continuous control environments to reduce the full-horizon adjustment to a fixed-size sliding window. We evaluate all methods in a suite of confounded environments and find that Causal SQIL and Causal IQ-Learn substantially outperform prior CIL algorithms on long-horizon tasks, sometimes surpassing the expert, whereas all causally unaware imitation methods fail to learn meaningful behavior."
126,https://openreview.net/forum?id=hlmThwiQCM,Intrinsic Closed-Loop Practical Asymptotic Stability in Discrete-Time Reinforcement Learning,"Deep reinforcement learning (RL) has achieved impressive empirical success in complex continuous control tasks, many of which are fundamentally set-stabilization problems. To safely deploy learned policies, existing methods often modify standard RL algorithms to enforce strict asymptotic stability. However, these algorithmic modifications alter the core RL objective, and exact zero-error convergence is practically impossible to guarantee when using neural network function approximators. 
    This paper demonstrates that modifying the learning algorithm is often unnecessary. We prove that the standard, unmodified discounted RL objective intrinsically guarantees closed-loop practical asymptotic stability in deterministic continuous control settings. By adapting the discrete-time input-to-state stability (ISS) framework and drawing inspiration from discounted model predictive control (MPC), we model the suboptimality induced by the discount factor and the neural network approximation error as bounded disturbances. We establish that near-optimal parameterized feedback laws steer the closed-loop system into a bounded neighborhood of the target set. The size of this neighborhood vanishes in the limit as the discount factor approaches one and the approximation error approaches zero."
127,https://openreview.net/forum?id=XNgycLuaDa,Toward Agents That Reason About Their Computation,"While reinforcement learning agents can achieve superhuman performance in many complex tasks, they typically do not become more computationally efficient as they improve. 
In contrast, humans gradually require less cognitive effort as they become more proficient at a task.
If agents could reason about their compute as they learn, could they similarly reduce their computation footprint? 
If they could, we could have more energy efficient agents or free up compute cycles for other processes like planning.
In this paper, we experiment with showing agents the cost of their computation and giving them the ability to control when they use compute.
We conduct our experiments on the Arcade Learning Environment, and our results demonstrate that with the same training compute budget, agents that reason about their compute perform better on 75\% of games.
Furthermore, these agents use $3$ times less compute on average.
We analyze individual games and show where agents gain these efficiencies."
128,https://openreview.net/forum?id=yzNbSbv7wj,Learning the Supports for Categorical Critic in Reinforcement Learning,"Value functions are an essential component in actor-critic based deep reinforcement learning (RL). Conventionally, these functions are trained as a regression task by minimising the mean squared error (MSE) relative to bootstrapped target values. Meanwhile, in distributional RL, a distribution of returns is modelled based on the distributional Bellman operator. This work investigates the Gaussian Histogram Loss (HL-Gauss), a recent approach in value-based categorical distributional RL that reframes value estimation as a classification problem by minimising the cross-entropy between a target distribution and a predicted histogram. Despite its potential, applying histogram-based losses to RL presents inherent challenges, most notably the requirement to pre-define a fixed support interval, which is often complicated by the non-stationary and stochastic nature of target values typically found in RL tasks. In this work, we propose an approach that dynamically learns the lower and upper bounds of the support instead of assigning them beforehand. We derive an objective that jointly learns these bounds whilst approximating the categorical return distribution, and we show that this objective forms an upper bound on the mean-squared Bellman error. Our theoretical analysis further shows that this bound is tighter than that of non-learned supports of HL-Gauss. Empirically, the proposed objective enables stable adaptation of the support interval and improves the performance of categorical-critic RL algorithms on continuous control tasks."
131,https://openreview.net/forum?id=Z7XfMiPT8b,Modification-Considering Value Learning for Reward Hacking Mitigation in RL,"Reinforcement learning agents can exploit misspecified reward signals to achieve high apparent returns while failing on the intended objective, a failure mode known as reward hacking. Existing practical defenses typically constrain policy updates to stay near a known safe reference, creating a tension between suppressing hacking and permitting legitimate improvement. We propose Modification-Considering Value Learning (MCVL), which operationalizes the theoretical idea of current utility optimization for standard value-based RL. MCVL wraps an off-policy learner and treats each incoming transition as a candidate modification: it forecasts two training paths, one that includes the transition and one that does not, and scores both with a frozen bootstrapped-return estimator derived from a learned reward model and value function. The transition is admitted only if inclusion does not decrease the score. We formalize conditions under which this filtering is both safe and permissive, and instantiate MCVL with DDQN and TD3. Across four safety-relevant gridworlds and three modified MuJoCo continuous-control tasks with diverse hacking mechanisms, MCVL mitigates reward hacking while continuing to improve the intended objective."
137,https://openreview.net/forum?id=wn75Lt0w8j,Using Common Random Numbers for Simulation-based Planning with Rollouts,"Simulation-based planning with rollouts is a widely-deployed technique for decision making in stochastic environments. The primary instrument of simulation-based planning is a sampling model, which is repeatedly called to generate trajectories and estimate the utilities of available actions. Among the actions thus explored, one with the maximum estimated utility is then executed. In this paper, we examine the effect of using common random numbers in the simulation process. We obtain a simple recipe for (provably) reducing variance in relative utility when simulations invoke a rollout policy beyond some depth. Experiments on synthetic tasks confirm that our scheme improves task performance. The broader significance of our innovation is apparent from two practical applications: (1) single-step lookahead planning in a pension-disbursement task, and (2) a deployment of the well-known UCT algorithm for the game of Ludo."
143,https://openreview.net/forum?id=TidwgRCfSk,Trajectory First: A Curriculum for Discovering Diverse Policies,"Being able to solve a task in diverse ways makes agents more robust to task variations and less prone to local optima.
In this context, constrained diversity optimization has become a useful reinforcement learning (RL) framework for training a set of diverse agents in parallel.
However, existing constrained-diversity RL methods often under-explore in complex tasks such as robot manipulation, resulting in limited behavioral diversity. 
We address this with a two-stage curriculum that introduces a spline-based trajectory prior as an inductive bias to produce diverse, high-reward behaviors in an initial stage, and then distills these behaviors into reactive, step-wise policies in a second stage.
In our empirical evaluation, we provide novel insights into challenges of diversity-targeted training and show that our curriculum increases the diversity of learned skills while maintaining high task performance."
144,https://openreview.net/forum?id=FY1JhKKU5c,Rethinking the Suitability of RL Algorithms Under Practical Transfer Constraints,"Sample efficiency has become a dominant focus in reinforcement learning (RL), motivating the development of off-policy and model-based methods such as SAC and TD-MPC2, which often outperform on-policy alternatives under interaction-based evaluation. In practice, however, PPO remains widely used in transfer-oriented applications such as sim-to-sim and sim-to-real deployment. This discrepancy raises a fundamental question: are the evaluation criteria commonly used in RL research aligned with the practical constraints faced in transfer scenarios? We investigate this question through a systematic comparison of PPO, SAC, and TD-MPC2 in zero-shot sim-to-sim transfer across a diverse suite of continuous control tasks. Evaluating performance under both interaction-based and wall-clock-based budgets reveals that while SAC and TD-MPC2 exhibit higher sample efficiency, PPO frequently reaches competitive performance within shorter training times. We further analyze the role of domain randomization and observe a shared robustness–generalization trade-off across algorithms. These results suggest that conclusions about algorithm suitability for transfer depend critically on the evaluation criteria used."
149,https://openreview.net/forum?id=9CFOml9K0d,Learning Multi-Agent Communication Protocol: Study on Information Entropy Efficiency in MARL,"Multi-Agent Systems (MAS) have emerged as a fundamental paradigm for distributed problem-solving, where autonomous agents collaborate to achieve complex objectives. Within this framework, Multi-Agent Reinforcement Learning (MARL) with communication has demonstrated remarkable success in cooperative tasks. However, existing approaches predominantly pursue performance gains through increasingly complex architectures and expanding communication overhead, lacking principled metrics to evaluate the efficiency of information exchange. In this paper, we focus on enabling agents to learn efficient multi-agent communication protocols that balance performance and information compactness. We propose the Information Entropy Efficiency Index (IEI), a novel metric that quantifies the ratio between message entropy and task performance in learned communication protocols. A lower IEI indicates more compact and efficient message representations. By incorporating IEI into training loss functions, we encourage agents to develop communication protocols that achieve high performance with improved communication efficiency. Extensive experiments across diverse MARL algorithms demonstrate that our approach achieves equivalent or superior task performance compared to baseline methods while improving communication efficiency. These findings challenge the prevailing assumption that performance improvements require complex architectures or increased communication overhead and highlight the potential of improving both task success and communication efficiency to enable scalable MAS."
151,https://openreview.net/forum?id=Vl2B5u6C6E,Finite Time Analysis of the Natural Policy Gradient in Finite-Horizon Markov Decision Processes,"The Natural Policy Gradient (NPG) is a well-established algorithm in Reinforcement Learning, with widely used practical variants such as Trust Region Policy Optimization and Proximal Policy Optimization, demonstrating strong empirical success. In this paper, we study NPG in finite-horizon Markov Decision Processes and provide the first finite-time bound guarantees for this algorithm. We consider two settings. First, with a constant step size $\eta_t=\eta$, we show that NPG converges sublinearly with a rate of  $\mathcal{O}(H^{2}/t)$ (where $H$ is the horizon length). Furthermore, with increasing robust step size $\eta_t=(H/(H-1))^t$, we prove that this algorithm achieves a linear convergence rate of $\mathcal{O}\left(\left(1-\frac{1}{H}\right)^t\right)$."
157,https://openreview.net/forum?id=UZgR5UbRJo,Coordination Graphs for Constrained Multi-Agent Reinforcement Learning,"Constrained Multi-agent reinforcement learning (CMARL) faces two intertwined challenges: the joint action space grows exponentially with the number of agents, and additional requirements couple agents in ways that reward structure alone does not capture. We introduce Coordination Graphs for Constrained Multi-Agent Reinforcement Learning (CG-CMARL), a framework that addresses both challenges by combining coordination graphs with Lagrangian duality. The system decomposes the joint problem into pairwise regions, each served by a set of shared Q-functions, one for the primary objective and one for each of the constraints, so that the number of learned models is independent of the number of agents. At execution time, Max-Sum message passing coordinates actions across the factor graph,
while a Lagrangian multiplier controls the objective--constraint tradeoff, allowing a single trained model to trace a Pareto front without retraining. We provide convergence guarantees under mild conditions, together with a compositional error bound that decomposes into separate interpretable sources, each traceable to a specific design choice and independently controllable. Experiments on cooperative navigation tasks (where teams of up to 10 agents must coordinate to reach target positions while satisfying pairwise constraints) show that our method produces Pareto fronts dominating established baselines trained at fixed reward-shaping ratios, while scaling to team sizes where centralized approaches become intractable."
158,https://openreview.net/forum?id=3qocyP74NK,Maximum-Entropy Exploration with Future State-Action Visitation Measures,"Maximum entropy reinforcement learning motivates agents to explore states and actions to maximize the entropy of some distribution, typically by providing additional intrinsic rewards proportional to that entropy function. In this paper, we study intrinsic rewards proportional to the entropy of the discounted distribution of state-action features visited during future time steps. This approach is motivated by two results. First, we show that the expected sum of these intrinsic rewards is a lower bound on the negated entropy of the discounted distribution of state-action features visited in trajectories starting from the initial states, which we relate to a concurrent maximum entropy objective. Second, we show that the distribution used in the intrinsic reward definition is the fixed point of a contraction operator and can therefore be computed off-policy. Experiments highlight that the new objective leads to improved visitation of features within individual trajectories, in exchange for slightly reduced visitation of features in expectation over different trajectories, as suggested by the lower bound. It also leads to improved convergence speed for learning exploration-only agents. Control performance remains similar across most methods on the considered benchmarks."
160,https://openreview.net/forum?id=jG3krvTsVM,Fully Offline Reinforcement Learning,"Sample efficiency remains a major barrier to the real-world deployment of Reinforcement Learning (RL), where large numbers of online interactions are often costly or unsafe. Offline RL (ORL) seeks to address this challenge by learning policies from static datasets, yet existing methods rely on undocumented online interactions for hyperparameter tuning. Moreover, current methods provide no reliable estimate of their initial online performance using offline data alone. To overcome these limitations, we introduce two complementary algorithms for fully offline RL. Firstly, SOReL (Safe Offline Reinforcement Learning) is a model-based Bayesian approach that infers a posterior over environment dynamics from offline data and learns an approximation to a Bayes-optimal policy entirely offline. By quantifying predictive uncertainty via model ensembling, SOReL enables reliable and tractable offline prediction of online policy value and fully offline hyperparameter selection. Secondly, TOReL (Tuning for Offline Reinforcement Learning) extends this principle to arbitrary  model-free and non-Bayesian  ORL algorithms, leveraging predictive uncertainty quantification to eliminate costly online tuning loops. We additionally provide a regret analysis of offline Bayesian RL, showing that Bayesian approaches achieve the optimal frequentist minimax regret rate, thereby offering a formal frequentist justification for offline Bayesian methods. Empirical results demonstrate that SOReL accurately predicts online performance and that, using only offline data, TOReL achieves competitive results with online hyperparameter tuning methods, advancing safe and reliable fully offline RL for real-world deployment. Our implementations are publicly available."
166,https://openreview.net/forum?id=8NEiHwZx3x,Training on Irrelevant States Implies Data Augmentation: Generalization in Contextual MDPs,"In the zero-shot policy transfer (ZSPT) setting for contextual Markov decision processes (CMDP), agents train on a fixed, finite set of contexts and must generalize to new ones. Recent work has demonstrated that training on additional states, even if they are irrelevant for solving the current context, can improve generalization to unseen contexts. In this paper, we demonstrate that training on these states can indeed improve generalization, but can come at a cost of reducing the accuracy of the learned value function, which should hurt generalization. We hypothesize and demonstrate that increasing the agent's coverage by training on these additional states while also increasing the accuracy improves generalization even further. Inspired by this, we propose a simple approach Explore-Go that leverages existing pure exploration strategies in a new way: by introducing a pure exploration phase at the start of each training episode. Unlike previous approaches that apply exploration strategies for the purpose of improving generalization, our approach can be combined with both on- and off-policy algorithms. We demonstrate the effectiveness of Explore-Go when combined with several popular algorithms and show an increase in test-time performance across several generalization benchmarks, even partially observable ones. With this, we hope to provide practitioners with a simple modification that can significantly improve the generalization of their agents."
167,https://openreview.net/forum?id=nJpohXse3H,Sign-SZPO: Provable Preference-based Reinforcement Learning with an Unknown Link Function,"The link function, which characterizes the relationship between the preference for two trajectories and their returns, is a crucial component in designing RL algorithms that learn from preference feedback. Most existing methods, both theoretical and empirical, assume that the link function is known (often a logistic function based on the Bradley-Terry model), which is arguably restrictive given the complex nature of preferences, especially those of humans. To avoid mis-specification, this paper studies preference-based RL with an unknown link function and proposes a novel zeroth-order policy optimization algorithm called Sign-SZPO. Unlike typical zeroth-order methods, which rely on the known link function to estimate the value function differences and form an accurate gradient estimator, Sign-SZPO only estimates the sign of the value function difference. It then constructs a parameter update direction that is positively correlated with the true policy gradient, eliminating the need to know the link function exactly. Under mild conditions, Sign-SZPO provably converges to a stationary policy with a polynomial rate in the number of policy iterations and trajectories per iteration. Empirical evaluations further demonstrate the robustness of Sign-SZPO under link function mis-specifications."
169,https://openreview.net/forum?id=vNQqmtF0nt,Conformal Preemption of Failures in Sequential Decision-Making Agents,"Pretrained policies are rarely perfect, and their failures can be costly. We present a conformal wrapper for pretrained policies that preemptively issues warnings before failures with a user-specified lead-time, and we prove that unpreempted failure rate stays below any user-specified threshold.  We also present a training objective for the conformal wrapper that achieves near-optimal false alarm rates in small tabular Markov processes (where computing the optimal rate is tractable).  This training objective is empirically validated in more complex simulation environments, including humanoid locomotion and quadcopter obstacle avoidance.  Similar to standard conformal prediction, the guarantees are policy-agnostic, and hold as long as calibration and testing episodes are exchangeable.  We also experimentally probe performance when exchangeability is violated, and observe relatively graceful degradation of unpreempted failure rate."
172,https://openreview.net/forum?id=ih0JOrI4Dj,PB²: Preference Space Exploration via Population-Based Methods in Preference-Based Reinforcement Learning,"Preference-based reinforcement learning (PbRL) enables agents to learn behaviors from human feedback without requiring predefined reward functions. However, existing PbRL methods struggle to explore the preference space effectively, often converging prematurely to suboptimal policies that capture only a narrow subset of human preferences. In this work, we
identify and address this preference exploration problem through population-based methods. By maintaining a diverse population of agents, our approach achieves broader coverage of the preference space than single-agent methods. This diversity yields two benefits: it improves reward model learning, and it generates preference queries with clearly distinguishable behaviors, reducing ambiguity for human evaluators. Our experiments show that existing methods can become trapped in local optima, requiring excessive feedback. Their performance also degrades substantially when evaluators make errors on similar trajectories, a realistic condition that methods assuming perfect oracle feedback tend to overlook. In contrast, our population-based approach explores preferences more effectively in environments with complex reward structures and is considerably more robust to noisy evaluators."
173,https://openreview.net/forum?id=xLIDSGRJCA,Dynamics Models for Offline Hyperparameter Selection in Real-World RL,"A key obstacle to deploying reinforcement learning in real-world systems is hyperparameter selection, particularly when simulators are unavailable and online experimentation is costly. Prior work has proposed calibration models trained on offline data to approximate environment dynamics and enable offline hyperparameter selection, but these methods have so far been evaluated only in simple simulated settings. In this paper, we present the first application of calibration models in a real-world industrial setting: a municipal water treatment plant. We evaluate several calibration model approaches, including a k-nearest neighbors model with a Laplacian distance metric, on high-dimensional, non-stationary sensor data for nexting prediction tasks. Our results show that these models can generate realistic long-horizon rollouts and recover meaningful hyperparameter sensitivity trends. We further examine how calibration models scale to year-long datasets, how they support the selection of fine-tuning learning rates for pre-trained agents, and how robust they are under distribution shift. Overall, our findings provide a proof of concept for using offline dynamics models to support RL deployment in real-world environments, while highlighting important practical challenges for future work."
